"","ï..REF_DATE","GEO","Sex","All.invasive.primary.cancer.sites..including.in.situ.bladder.","Bronchus.and.lung.cancer..C34.0.C34.9.","Colon..rectum.and.rectosigmoid.junction.cancer..C18.0.C18.9..C19.9..C20.9..C26.0.","Female.breast.cancer..C50.0.C50.9.","Prostate.cancer..C61.9."
"1202","2003/2005","Zone 6 (Bathurst area), New Brunswick","Females",450.5,64.7,56.3,124.4,NA
"1203","2003/2005","Zone 6 (Bathurst area), New Brunswick","Males",742.2,128,82.7,NA,235.8
"1204","2003/2005","Zone 7 (Miramichi area), New Brunswick","Both sexes",542.2,86.2,69,NA,NA
"1205","2003/2005","Zone 7 (Miramichi area), New Brunswick","Females",455.8,58.1,63.5,138.7,NA
"1206","2003/2005","Zone 7 (Miramichi area), New Brunswick","Males",654.2,123.8,74.2,NA,177.9
"1207","2004/2006","Alberta","Both sexes",522,67.8,62.5,NA,NA
"1208","2004/2006","Alberta","Females",458.6,59.7,50.7,126.1,NA
"1209","2004/2006","Alberta","Males",606.8,79.1,76.3,NA,179.2
"1210","2004/2006","Brant County Health Unit, Ontario","Both sexes",551.2,77.2,67.3,NA,NA
"1211","2004/2006","Brant County Health Unit, Ontario","Females",508.8,77.2,57.5,131.1,NA
"1212","2004/2006","Brant County Health Unit, Ontario","Males",611.2,76.9,79.2,NA,180.7
"1213","2004/2006","British Columbia","Both sexes",477.8,65.8,60.3,NA,NA
"1214","2004/2006","British Columbia","Females",422.4,59.1,50.3,119.6,NA
"1215","2004/2006","British Columbia","Males",550.3,75.2,72.2,NA,151.2
"1216","2004/2006","Calgary Zone, Alberta","Both sexes",512,62.1,61.2,NA,NA
"1217","2004/2006","Calgary Zone, Alberta","Females",450.7,54.2,47.6,128.1,NA
"1218","2004/2006","Calgary Zone, Alberta","Males",596,73.6,78.4,NA,176.4
"1219","2004/2006","Central East Health Integration Network, Ontario","Both sexes",509.8,65.5,62.2,NA,NA
"1220","2004/2006","Central East Health Integration Network, Ontario","Females",461.4,55.3,52.8,126.6,NA
"1221","2004/2006","Central East Health Integration Network, Ontario","Males",580.5,79.6,73.3,NA,172.5
"1222","2004/2006","Central Health Integration Network, Ontario","Both sexes",485.8,50.6,60.7,NA,NA
"1223","2004/2006","Central Health Integration Network, Ontario","Females",440.9,41.1,50.3,126.3,NA
"1224","2004/2006","Central Health Integration Network, Ontario","Males",552.1,63.8,72.6,NA,165.3
"1225","2004/2006","Central Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",449.4,51,92,NA,NA
"1226","2004/2006","Central Regional Integrated Health Authority, Newfoundland and Labrador","Females",367.4,27.3,72.1,110,NA
"1227","2004/2006","Central Regional Integrated Health Authority, Newfoundland and Labrador","Males",543.9,76.9,114.6,NA,119.4
"1228","2004/2006","Central Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",516.6,72.5,68,NA,NA
"1229","2004/2006","Central Vancouver Island Health Service Delivery Area, British Columbia","Females",460.2,65.6,55.7,128.1,NA
"1230","2004/2006","Central Vancouver Island Health Service Delivery Area, British Columbia","Males",584.7,82,82.2,NA,151.2
"1231","2004/2006","Central West Health Integration Network, Ontario","Both sexes",401.2,41.4,46,NA,NA
"1232","2004/2006","Central West Health Integration Network, Ontario","Females",354.3,31,37.6,102.7,NA
"1233","2004/2006","Central West Health Integration Network, Ontario","Males",463.4,54.5,55.8,NA,163.6
"1234","2004/2006","Central Zone, Alberta","Both sexes",543.4,70.3,67.8,NA,NA
"1235","2004/2006","Central Zone, Alberta","Females",488.4,64.1,56.6,130.3,NA
"1236","2004/2006","Central Zone, Alberta","Males",620.1,79.4,81.1,NA,178.5
"1237","2004/2006","Champlain Health Integration Network, Ontario","Both sexes",492.3,72,69.1,NA,NA
"1238","2004/2006","Champlain Health Integration Network, Ontario","Females",433.9,63,55.3,124.6,NA
"1239","2004/2006","Champlain Health Integration Network, Ontario","Males",574.2,85,85.7,NA,157.3
"1240","2004/2006","Chatham-Kent Health Unit, Ontario","Both sexes",535.8,77.2,75.9,NA,NA
"1241","2004/2006","Chatham-Kent Health Unit, Ontario","Females",426.6,65.8,52.6,115.2,NA
"1242","2004/2006","Chatham-Kent Health Unit, Ontario","Males",680.5,93.5,103.1,NA,201.9
"1243","2004/2006","City of Hamilton Health Unit, Ontario","Both sexes",525,70.9,65.4,NA,NA
"1244","2004/2006","City of Hamilton Health Unit, Ontario","Females",461.5,58.8,54.1,128.1,NA
"1245","2004/2006","City of Hamilton Health Unit, Ontario","Males",616.7,87.1,79.4,NA,178.1
"1246","2004/2006","City of Ottawa Health Unit, Ontario","Both sexes",480.8,65.8,64.2,NA,NA
"1247","2004/2006","City of Ottawa Health Unit, Ontario","Females",427.2,58,49.4,128.9,NA
"1248","2004/2006","City of Ottawa Health Unit, Ontario","Males",559.4,77.7,83,NA,151.2
"1249","2004/2006","City of Toronto Health Unit, Ontario","Both sexes",485.4,54.1,56.9,NA,NA
"1250","2004/2006","City of Toronto Health Unit, Ontario","Females",436.4,42.5,47.5,124,NA
"1251","2004/2006","City of Toronto Health Unit, Ontario","Males",559.1,69.9,68.6,NA,168.7
"1252","2004/2006","Cypress Regional Health Authority, Saskatchewan","Both sexes",476.5,57.4,56.7,NA,NA
"1253","2004/2006","Cypress Regional Health Authority, Saskatchewan","Females",410.2,50.6,47.4,99.1,NA
"1254","2004/2006","Cypress Regional Health Authority, Saskatchewan","Males",561,66.6,68.8,NA,205
"1255","2004/2006","District of Algoma Health Unit, Ontario","Both sexes",534.5,90.9,57.2,NA,NA
"1256","2004/2006","District of Algoma Health Unit, Ontario","Females",483.9,75.3,45.1,135.3,NA
"1257","2004/2006","District of Algoma Health Unit, Ontario","Males",604.8,113,71.5,NA,154.3
"1258","2004/2006","Durham Regional Health Unit, Ontario","Both sexes",557.6,70.7,68.9,NA,NA
"1259","2004/2006","Durham Regional Health Unit, Ontario","Females",508.6,59.8,56.5,137.6,NA
"1260","2004/2006","Durham Regional Health Unit, Ontario","Males",632.2,87.2,83.8,NA,182.9
"1261","2004/2006","East Kootenay Health Service Delivery Area, British Columbia","Both sexes",439.5,64.7,65,NA,NA
"1262","2004/2006","East Kootenay Health Service Delivery Area, British Columbia","Females",399.9,53.7,44.3,131.6,NA
"1263","2004/2006","East Kootenay Health Service Delivery Area, British Columbia","Males",491.7,79.1,89.8,NA,103.8
"1264","2004/2006","Eastern Ontario Health Unit, Ontario","Both sexes",521.6,88.3,80.1,NA,NA
"1265","2004/2006","Eastern Ontario Health Unit, Ontario","Females",444,76.7,68.7,114.1,NA
"1266","2004/2006","Eastern Ontario Health Unit, Ontario","Males",619.4,104.8,91.7,NA,187.9
"1267","2004/2006","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",531.9,74.8,102.1,NA,NA
"1268","2004/2006","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Females",455.4,58,83.4,117.8,NA
"1269","2004/2006","Eastern Regional Integrated Health Authority, Newfoundland and Labrador","Males",633.4,96,125.4,NA,154.1
"1270","2004/2006","Edmonton Zone, Alberta","Both sexes",529.8,73.5,62.3,NA,NA
"1271","2004/2006","Edmonton Zone, Alberta","Females",458.5,64.5,50,124.5,NA
"1272","2004/2006","Edmonton Zone, Alberta","Males",623.6,85.8,75.9,NA,182.9
"1273","2004/2006","Elgin-St. Thomas Health Unit, Ontario","Both sexes",551.9,62,71.7,NA,NA
"1274","2004/2006","Elgin-St. Thomas Health Unit, Ontario","Females",492.2,50.3,57.3,138,NA
"1275","2004/2006","Elgin-St. Thomas Health Unit, Ontario","Males",628.3,77.3,88,NA,188.8
"1276","2004/2006","Erie St. Clair Health Integration Network, Ontario","Both sexes",532,77.1,70.7,NA,NA
"1277","2004/2006","Erie St. Clair Health Integration Network, Ontario","Females",460.3,66.5,55.1,126.1,NA
"1278","2004/2006","Erie St. Clair Health Integration Network, Ontario","Males",632.6,92.5,89.1,NA,186.1
"1279","2004/2006","Five Hills Regional Health Authority, Saskatchewan","Both sexes",521.4,73.3,68,NA,NA
"1280","2004/2006","Five Hills Regional Health Authority, Saskatchewan","Females",450.7,62.7,63.4,103.7,NA
"1281","2004/2006","Five Hills Regional Health Authority, Saskatchewan","Males",616.3,86.5,75,NA,194.7
"1282","2004/2006","Fraser East Health Service Delivery Area, British Columbia","Both sexes",507.5,71.2,62.1,NA,NA
"1283","2004/2006","Fraser East Health Service Delivery Area, British Columbia","Females",447.6,61.2,53.8,122.5,NA
"1284","2004/2006","Fraser East Health Service Delivery Area, British Columbia","Males",586.3,84.3,72.8,NA,160.4
"1285","2004/2006","Fraser North Health Service Delivery Area, British Columbia","Both sexes",469.7,69,62,NA,NA
"1286","2004/2006","Fraser North Health Service Delivery Area, British Columbia","Females",411.5,63.7,50.1,115.9,NA
"1287","2004/2006","Fraser North Health Service Delivery Area, British Columbia","Males",551.5,77.7,76.9,NA,153.6
"1288","2004/2006","Fraser South Health Service Delivery Area, British Columbia","Both sexes",467.3,61.3,55.9,NA,NA
"1289","2004/2006","Fraser South Health Service Delivery Area, British Columbia","Females",409,54.7,46.4,115.2,NA
"1290","2004/2006","Fraser South Health Service Delivery Area, British Columbia","Males",542.6,71.1,67.2,NA,161
"1291","2004/2006","Grey Bruce Health Unit, Ontario","Both sexes",522,65.5,62.8,NA,NA
"1292","2004/2006","Grey Bruce Health Unit, Ontario","Females",422,55.3,49.6,119.4,NA
"1293","2004/2006","Grey Bruce Health Unit, Ontario","Males",641.9,79.3,76.9,NA,233
"1294","2004/2006","Haldimand-Norfolk Health Unit, Ontario","Both sexes",525.1,75,62.3,NA,NA
"1295","2004/2006","Haldimand-Norfolk Health Unit, Ontario","Females",452.5,68.3,49.7,122,NA
"1296","2004/2006","Haldimand-Norfolk Health Unit, Ontario","Males",621.7,85.4,78,NA,212.4
"1297","2004/2006","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Both sexes",527.1,80.1,66,NA,NA
"1298","2004/2006","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Females",459.2,70,57.6,129.6,NA
"1299","2004/2006","Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario","Males",611.4,93.8,76,NA,166.1
"1300","2004/2006","Halton Regional Health Unit, Ontario","Both sexes",519.9,56.9,63.2,NA,NA
"1301","2004/2006","Halton Regional Health Unit, Ontario","Females",461.4,49.3,51.5,134.8,NA
"1302","2004/2006","Halton Regional Health Unit, Ontario","Males",601.5,68.7,78.2,NA,196.1
"1303","2004/2006","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Both sexes",541.2,73,67.7,NA,NA
"1304","2004/2006","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Females",474.7,62.5,54.7,133.5,NA
"1305","2004/2006","Hamilton Niagara Haldimand Brant Health Integration Network, Ontario","Males",635.9,87.2,84.6,NA,196.6
"1306","2004/2006","Hastings and Prince Edward Counties Health Unit, Ontario","Both sexes",490.5,82.5,69.8,NA,NA
"1307","2004/2006","Hastings and Prince Edward Counties Health Unit, Ontario","Females",437.3,71.3,57.7,120.8,NA
"1308","2004/2006","Hastings and Prince Edward Counties Health Unit, Ontario","Males",565.5,98.7,83.1,NA,135.7
"1309","2004/2006","Heartland Regional Health Authority, Saskatchewan","Both sexes",606.9,92.3,95.5,NA,NA
"1310","2004/2006","Heartland Regional Health Authority, Saskatchewan","Females",533.7,97.6,59.9,160.5,NA
"1311","2004/2006","Heartland Regional Health Authority, Saskatchewan","Males",704.3,89.7,136,NA,215.5
"1312","2004/2006","Huron County Health Unit, Ontario","Both sexes",529.2,71.2,61.8,NA,NA
"1313","2004/2006","Huron County Health Unit, Ontario","Females",460.7,60.5,51.2,114.2,NA
"1314","2004/2006","Huron County Health Unit, Ontario","Males",612.7,84.3,73.8,NA,217.3
"1315","2004/2006","Interlake-Eastern Regional Health Authority, Manitoba","Both sexes",554.3,83.4,68.2,NA,NA
"1316","2004/2006","Interlake-Eastern Regional Health Authority, Manitoba","Females",507.5,77.6,53.8,143.8,NA
"1317","2004/2006","Interlake-Eastern Regional Health Authority, Manitoba","Males",610.4,90.7,81.4,NA,150.7
"1318","2004/2006","Kelsey Trail Regional Health Authority, Saskatchewan","Both sexes",469.1,67.1,72.6,NA,NA
"1319","2004/2006","Kelsey Trail Regional Health Authority, Saskatchewan","Females",383.7,59.7,59,110.6,NA
"1320","2004/2006","Kelsey Trail Regional Health Authority, Saskatchewan","Males",570,76.9,86.2,NA,186.1
"1321","2004/2006","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Both sexes",496.9,72.3,65.3,NA,NA
"1322","2004/2006","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Females",456.4,62.8,52.8,130.2,NA
"1323","2004/2006","Kingston, Frontenac and Lennox and Addington Health Unit, Ontario","Males",555.4,84.5,80.9,NA,134.8
"1324","2004/2006","Kootenay-Boundary Health Service Delivery Area, British Columbia","Both sexes",486.9,60.4,66.7,NA,NA
"1325","2004/2006","Kootenay-Boundary Health Service Delivery Area, British Columbia","Females",445.8,54.6,60.7,120.7,NA
"1326","2004/2006","Kootenay-Boundary Health Service Delivery Area, British Columbia","Males",543.5,68.9,73.4,NA,136.7
"1327","2004/2006","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Both sexes",339.6,48.9,59.3,NA,NA
"1328","2004/2006","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Females",286.5,38.1,44.9,73.8,NA
"1329","2004/2006","Labrador-Grenfell Regional Integrated Health Authority, Newfoundland and Labrador","Males",397.7,58.9,73.9,NA,63.4
"1330","2004/2006","Lambton Health Unit, Ontario","Both sexes",555.2,77.2,75.1,NA,NA
"1331","2004/2006","Lambton Health Unit, Ontario","Females",479.1,65.6,59.2,129.6,NA
"1332","2004/2006","Lambton Health Unit, Ontario","Males",660.4,93.8,94.1,NA,188.9
"1333","2004/2006","Leeds, Grenville and Lanark District Health Unit, Ontario","Both sexes",516,73.8,70.8,NA,NA
"1334","2004/2006","Leeds, Grenville and Lanark District Health Unit, Ontario","Females",433.1,61.7,57.7,114,NA
"1335","2004/2006","Leeds, Grenville and Lanark District Health Unit, Ontario","Males",620.5,89.1,85,NA,170
"1336","2004/2006","Mamawetan/Keewatin/Athabasca, Saskatchewan","Both sexes",581.1,116.1,91.6,NA,NA
"1337","2004/2006","Mamawetan/Keewatin/Athabasca, Saskatchewan","Females",481.4,120.4,58.2,100.2,NA
"1338","2004/2006","Mamawetan/Keewatin/Athabasca, Saskatchewan","Males",678.6,111.7,122.4,NA,175.3
"1339","2004/2006","Manitoba","Both sexes",527.3,78,69.5,NA,NA
"1340","2004/2006","Manitoba","Females",480,68.5,57.1,131.7,NA
"1341","2004/2006","Manitoba","Males",601.4,91.7,85.1,NA,143.8
"1342","2004/2006","Middlesex-London Health Unit, Ontario","Both sexes",558.6,65.9,68.5,NA,NA
"1343","2004/2006","Middlesex-London Health Unit, Ontario","Females",478.9,55.5,58.4,137.6,NA
"1344","2004/2006","Middlesex-London Health Unit, Ontario","Males",663.1,80.8,81.1,NA,219.3
"1345","2004/2006","Mississauga Halton Health Integration Network, Ontario","Both sexes",522.6,57.4,64,NA,NA
"1346","2004/2006","Mississauga Halton Health Integration Network, Ontario","Females",464.6,49,54.4,131.6,NA
"1347","2004/2006","Mississauga Halton Health Integration Network, Ontario","Males",605.9,69.2,74.3,NA,203.5
"1348","2004/2006","New Brunswick","Both sexes",564.1,91.4,66.5,NA,NA
"1349","2004/2006","New Brunswick","Females",470.7,74.1,52.8,123,NA
"1350","2004/2006","New Brunswick","Males",690.9,116.4,83.7,NA,198.4
"1351","2004/2006","Newfoundland and Labrador","Both sexes",493.6,65.6,94.5,NA,NA
"1352","2004/2006","Newfoundland and Labrador","Females",417.1,48.6,76.1,114.7,NA
"1353","2004/2006","Newfoundland and Labrador","Males",590,86,116.5,NA,144.5
"1354","2004/2006","Niagara Regional Area Health Unit, Ontario","Both sexes",530.5,75.6,66.6,NA,NA
"1355","2004/2006","Niagara Regional Area Health Unit, Ontario","Females",458.8,63,53,131.1,NA
"1356","2004/2006","Niagara Regional Area Health Unit, Ontario","Males",632.1,92.7,84.6,NA,205.8
"1357","2004/2006","North Bay Parry Sound District Health Unit, Ontario","Both sexes",531.1,83,79.7,NA,NA
"1358","2004/2006","North Bay Parry Sound District Health Unit, Ontario","Females",478.5,75,71.7,121.7,NA
"1359","2004/2006","North Bay Parry Sound District Health Unit, Ontario","Males",598.3,93.4,88.9,NA,161.3
"1360","2004/2006","North East Health Integration Network, Ontario","Both sexes",541.6,88.3,73.5,NA,NA
"1361","2004/2006","North East Health Integration Network, Ontario","Females",484.5,78.3,61.3,123.6,NA
"1362","2004/2006","North East Health Integration Network, Ontario","Males",618.7,102.6,87.4,NA,156.6
"1363","2004/2006","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Both sexes",470.2,52.4,60,NA,NA
"1364","2004/2006","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Females",419.4,48.5,53.2,126.8,NA
"1365","2004/2006","North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia","Males",535.8,58.7,67.1,NA,153.1
"1366","2004/2006","North Simcoe Muskoka Health Integration Network, Ontario","Both sexes",528.2,80.3,68.2,NA,NA
"1367","2004/2006","North Simcoe Muskoka Health Integration Network, Ontario","Females",456.5,70.7,53.3,121.6,NA
"1368","2004/2006","North Simcoe Muskoka Health Integration Network, Ontario","Males",623.4,93.3,86.2,NA,175.2
"1369","2004/2006","North Vancouver Island Health Service Delivery Area, British Columbia","Both sexes",556.8,83,65.9,NA,NA
"1370","2004/2006","North Vancouver Island Health Service Delivery Area, British Columbia","Females",484,82.7,56.3,125.9,NA
"1371","2004/2006","North Vancouver Island Health Service Delivery Area, British Columbia","Males",646,87.6,77.2,NA,194.5
"1372","2004/2006","North West Health Integration Network, Ontario","Both sexes",534.9,77.2,74.9,NA,NA
"1373","2004/2006","North West Health Integration Network, Ontario","Females",453.4,65.1,55.2,119.2,NA
"1374","2004/2006","North West Health Integration Network, Ontario","Males",645.3,95,97.9,NA,188.7
"1375","2004/2006","North Zone, Alberta","Both sexes",515.8,72.5,64.5,NA,NA
"1376","2004/2006","North Zone, Alberta","Females",445.3,64.9,52.5,114.4,NA
"1377","2004/2006","North Zone, Alberta","Males",599.2,83.4,77.3,NA,178.9
"1378","2004/2006","Northeast Health Service Delivery Area, British Columbia","Both sexes",481.4,71.9,66.1,NA,NA
"1379","2004/2006","Northeast Health Service Delivery Area, British Columbia","Females",425,51.5,63.8,123.1,NA
"1380","2004/2006","Northeast Health Service Delivery Area, British Columbia","Males",550.2,92.8,65.4,NA,165.7
"1381","2004/2006","Northern Interior Health Service Delivery Area, British Columbia","Both sexes",508.3,94,62.6,NA,NA
"1382","2004/2006","Northern Interior Health Service Delivery Area, British Columbia","Females",462.2,85,56.4,126.4,NA
"1383","2004/2006","Northern Interior Health Service Delivery Area, British Columbia","Males",564.1,103,69.5,NA,156.4
"1384","2004/2006","Northern Regional Health Authority, Manitoba","Both sexes",559.2,95.7,67.8,NA,NA
"1385","2004/2006","Northern Regional Health Authority, Manitoba","Females",498.6,66.3,60.4,112.7,NA
"1386","2004/2006","Northern Regional Health Authority, Manitoba","Males",648.4,129.9,77.3,NA,147.1
"1387","2004/2006","Northwest Health Service Delivery Area, British Columbia","Both sexes",492.3,66.9,77.8,NA,NA
"1388","2004/2006","Northwest Health Service Delivery Area, British Columbia","Females",433.3,59.6,74.8,116.3,NA
"1389","2004/2006","Northwest Health Service Delivery Area, British Columbia","Males",557.4,74.8,79.9,NA,156.7
